Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days
121,Lampent (LOR 025),Lost-Origin,"0,02 €",9110,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lampent-LOR025,"9TH SEPTEMBER, 2022",,,,
122,Tynamo (LOR 059),Lost-Origin,"0,02 €",8913,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Tynamo-LOR059,"9TH SEPTEMBER, 2022",,,,
123,Stonjourner (LOR 111),Lost-Origin,"0,02 €",4737,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Stonjourner-LOR111,"9TH SEPTEMBER, 2022",,,,
124,Pikachu VMAX (LOR TG17),Lost-Origin,"20,00 €",194,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Pikachu-VMAX-V1-LORTG17,"9TH SEPTEMBER, 2022",0.0,"50,94 €","46,61 €","45,91 €"
125,Dottler (LOR 019),Lost-Origin,"0,02 €",9066,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Dottler-LOR019,"9TH SEPTEMBER, 2022",,,,
126,Glastrier (LOR 051),Lost-Origin,"0,02 €",2699,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Glastrier-V1-LOR051,"9TH SEPTEMBER, 2022",,,,
127,Sudowoodo (LOR 094),Lost-Origin,"0,02 €",9814,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Sudowoodo-LOR094,"9TH SEPTEMBER, 2022",,,,
128,Rockruff (LOR 109),Lost-Origin,"0,02 €",9865,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Rockruff-LOR109,"9TH SEPTEMBER, 2022",,,,
129,Beautifly (LOR 008),Lost-Origin,"0,02 €",1908,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Beautifly-LOR008,"9TH SEPTEMBER, 2022",,,,
130,Lumineon (LOR 041),Lost-Origin,"0,02 €",8971,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lumineon-LOR041,"9TH SEPTEMBER, 2022",,,,
131,Centiskorch VMAX (LOR TG15),Lost-Origin,"2,00 €",306,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Centiskorch-VMAX-LORTG15,"9TH SEPTEMBER, 2022",0.0,"5,38 €","5,41 €","5,17 €"
132,Crobat V (LOR TG20),Lost-Origin,"3,20 €",246,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Crobat-V-LORTG20,"9TH SEPTEMBER, 2022",0.0,"8,12 €","8,33 €","6,50 €"
133,Boss's Orders (LOR TG24),Lost-Origin,"3,00 €",301,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Bosss-Orders-LORTG24,"9TH SEPTEMBER, 2022",885.0,"5,01 €","4,50 €","4,87 €"
134,Kabu (LOR TG26),Lost-Origin,"1,00 €",414,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kabu-LORTG26,"9TH SEPTEMBER, 2022",0.0,"2,06 €","1,74 €","1,98 €"
135,Centiskorch V (LOR TG14),Lost-Origin,"2,00 €",352,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Centiskorch-V-LORTG14,"9TH SEPTEMBER, 2022",0.0,"4,70 €","4,84 €","4,31 €"
136,Nuzleaf (LOR 012),Lost-Origin,"0,02 €",9026,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Nuzleaf-LOR012,"9TH SEPTEMBER, 2022",,,,
137,Litleo (LOR 028),Lost-Origin,"0,02 €",9021,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Litleo-LOR028,"9TH SEPTEMBER, 2022",,,,
138,Relicanth (LOR 101),Lost-Origin,"0,02 €",9187,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Relicanth-LOR101,"9TH SEPTEMBER, 2022",,,,
139,Lickilicky (LOR 139),Lost-Origin,"0,02 €",6607,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lickilicky-LOR139,"9TH SEPTEMBER, 2022",,,,
140,Giratina VSTAR (LOR 212),Lost-Origin,"7,50 €",317,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Giratina-VSTAR-V3-LOR212,"9TH SEPTEMBER, 2022",133.0,"14,28 €","13,91 €","13,84 €"
141,Adventurer's Discovery (LOR TG23),Lost-Origin,"1,40 €",421,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Adventurers-Discovery-LORTG23,"9TH SEPTEMBER, 2022",0.0,"2,69 €","1,79 €","2,83 €"
142,Kingdra (LOR 037),Lost-Origin,"0,02 €",2707,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kingdra-V1-LOR037,"9TH SEPTEMBER, 2022",,,,
143,Dustox (LOR 010),Lost-Origin,"0,02 €",5311,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Dustox-LOR010,"9TH SEPTEMBER, 2022",,,,
144,Raichu (LOR 053),Lost-Origin,"0,02 €",2588,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Raichu-LOR053,"9TH SEPTEMBER, 2022",,,,
145,Hariyama (LOR 098),Lost-Origin,"0,02 €",9048,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hariyama-LOR098,"9TH SEPTEMBER, 2022",,,,
146,Meditite (LOR 099),Lost-Origin,"0,02 €",9045,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Meditite-LOR099,"9TH SEPTEMBER, 2022",,,,
147,Vileplume (LOR 003),Lost-Origin,"0,02 €",2706,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Vileplume-LOR003,"9TH SEPTEMBER, 2022",,,,
148,Snorlax (LOR 143),Lost-Origin,"0,02 €",941,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Snorlax-V1-LOR143,"9TH SEPTEMBER, 2022",,,,
149,Arc Phone (LOR 152),Lost-Origin,"0,02 €",10164,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Arc-Phone-LOR152,"9TH SEPTEMBER, 2022",,,,
150,Orbeetle VMAX (LOR TG13),Lost-Origin,"3,99 €",341,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Orbeetle-VMAX-LORTG13,"9TH SEPTEMBER, 2022",0.0,"5,26 €","5,43 €","5,50 €"
151,Luvdisc (LOR 038),Lost-Origin,"0,02 €",8833,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Luvdisc-LOR038,"9TH SEPTEMBER, 2022",,,,
152,Rhydon (LOR 090),Lost-Origin,"0,02 €",6422,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Rhydon-LOR090,"9TH SEPTEMBER, 2022",,,,
153,Ariados (LOR 113),Lost-Origin,"0,02 €",2781,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Ariados-LOR113,"9TH SEPTEMBER, 2022",,,,
154,Orbeetle V (LOR TG12),Lost-Origin,"2,00 €",361,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Orbeetle-V-LORTG12,"9TH SEPTEMBER, 2022",0.0,"3,80 €","3,70 €","4,01 €"
155,Lickitung (LOR 138),Lost-Origin,"0,02 €",8674,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lickitung-LOR138,"9TH SEPTEMBER, 2022",,,,
156,Bouffalant (LOR 148),Lost-Origin,"0,02 €",3324,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Bouffalant-LOR148,"9TH SEPTEMBER, 2022",,,,
157,Volo (LOR 196),Lost-Origin,"1,30 €",369,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Volo-V2-LOR196,"9TH SEPTEMBER, 2022",0.0,"2,21 €","2,43 €","2,08 €"
158,Abomasnow (LOR 043),Lost-Origin,"0,02 €",8944,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Abomasnow-LOR043,"9TH SEPTEMBER, 2022",,,,
159,Delphox V (LOR 173),Lost-Origin,"1,70 €",369,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Delphox-V-V2-LOR173,"9TH SEPTEMBER, 2022",11.0,"2,67 €","2,56 €","2,65 €"
160,Lost Vacuum (LOR 217),Lost-Origin,"1,49 €",325,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lost-Vacuum-V2-LOR217,"9TH SEPTEMBER, 2022",304.0,"5,76 €","7,30 €","5,66 €"
161,Eternatus VMAX (LOR TG22),Lost-Origin,"5,89 €",266,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Eternatus-VMAX-LORTG22,"9TH SEPTEMBER, 2022",0.0,"8,62 €","8,45 €","8,20 €"
162,Aipom (LOR 144),Lost-Origin,"0,02 €",8804,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Aipom-LOR144,"9TH SEPTEMBER, 2022",,,,
163,Hisuian Zoroark (LOR 076),Lost-Origin,"0,02 €",2092,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Zoroark-V1-LOR076,"9TH SEPTEMBER, 2022",,,,
164,Gliscor (LOR 096),Lost-Origin,"0,02 €",5635,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Gliscor-LOR096,"9TH SEPTEMBER, 2022",,,,
165,Opal (LOR TG28),Lost-Origin,"0,95 €",385,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Opal-LORTG28,"9TH SEPTEMBER, 2022",0.0,"1,88 €","1,59 €","1,88 €"
166,Machamp (LOR 088),Lost-Origin,"0,02 €",1513,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Machamp-LOR088,"9TH SEPTEMBER, 2022",,,,
167,Iscan (LOR 192),Lost-Origin,"0,80 €",479,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Iscan-V2-LOR192,"9TH SEPTEMBER, 2022",0.0,"1,58 €","1,60 €","1,53 €"
168,Lady (LOR 193),Lost-Origin,"1,97 €",379,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Lady-V2-LOR193,"9TH SEPTEMBER, 2022",0.0,"3,82 €","4,08 €","3,60 €"
169,Silcoon (LOR 007),Lost-Origin,"0,02 €",6298,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Silcoon-LOR007,"9TH SEPTEMBER, 2022",,,,
170,Mr. Mime (LOR 067),Lost-Origin,"0,02 €",2795,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Mr-Mime-LOR067,"9TH SEPTEMBER, 2022",,,,
171,Hoopa (LOR 122),Lost-Origin,"0,02 €",3891,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hoopa-LOR122,"9TH SEPTEMBER, 2022",,,,
172,Magearna (LOR 128),Lost-Origin,"0,02 €",3939,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Magearna-LOR128,"9TH SEPTEMBER, 2022",,,,
173,Kyurem V (LOR 174),Lost-Origin,"1,00 €",320,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kyurem-V-V2-LOR174,"9TH SEPTEMBER, 2022",0.0,"3,56 €","3,43 €","2,99 €"
174,Miss Fortune Sisters (LOR 194),Lost-Origin,"2,49 €",279,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Miss-Fortune-Sisters-V2-LOR194,"9TH SEPTEMBER, 2022",52.0,"4,32 €","4,13 €","4,47 €"
175,Roserade (LOR 015),Lost-Origin,"0,02 €",6621,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Roserade-V1-LOR015,"9TH SEPTEMBER, 2022",,,,
176,Politoed (LOR 032),Lost-Origin,"0,02 €",3421,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Politoed-LOR032,"9TH SEPTEMBER, 2022",,,,
177,Spectrier (LOR 081),Lost-Origin,"0,02 €",1604,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Spectrier-LOR081,"9TH SEPTEMBER, 2022",,,,
178,Spiritomb (LOR 117),Lost-Origin,"0,02 €",3693,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Spiritomb-V1-LOR117,"9TH SEPTEMBER, 2022",,,,
179,Rotom V (LOR 176),Lost-Origin,"4,80 €",178,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Rotom-V-V2-LOR176,"9TH SEPTEMBER, 2022",193.0,"6,62 €","6,54 €","6,41 €"
180,Barbaracle (LOR 107),Lost-Origin,"0,02 €",3143,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Barbaracle-LOR107,"9TH SEPTEMBER, 2022",,,,
181,Parasect (LOR 005),Lost-Origin,"0,02 €",4545,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Parasect-V1-LOR005,"9TH SEPTEMBER, 2022",,,,
182,Haunter (LOR 065),Lost-Origin,"0,02 €",5856,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Haunter-LOR065,"9TH SEPTEMBER, 2022",,,,
183,Rhyperior (LOR 091),Lost-Origin,"0,02 €",2821,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Rhyperior-LOR091,"9TH SEPTEMBER, 2022",,,,
184,Medicham (LOR 100),Lost-Origin,"0,02 €",5742,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Medicham-LOR100,"9TH SEPTEMBER, 2022",,,,
185,Fantina (LOR 191),Lost-Origin,"1,50 €",344,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Fantina-V2-LOR191,"9TH SEPTEMBER, 2022",0.0,"2,81 €","2,80 €","2,47 €"
186,Hisuian Goodra (LOR 134),Lost-Origin,"0,02 €",2431,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Goodra-LOR134,"9TH SEPTEMBER, 2022",,,,
187,Aerodactyl V (LOR 179),Lost-Origin,"1,49 €",373,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Aerodactyl-V-V2-LOR178,"9TH SEPTEMBER, 2022",1.0,"2,79 €","2,92 €","2,78 €"
188,Shiftry (LOR 013),Lost-Origin,"0,02 €",2026,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Shiftry-LOR013,"9TH SEPTEMBER, 2022",,,,
189,Landorus (LOR 105),Lost-Origin,"0,02 €",2854,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Landorus-LOR105,"9TH SEPTEMBER, 2022",,,,
190,Riley (LOR 166),Lost-Origin,"0,02 €",10034,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Riley-LOR166,"9TH SEPTEMBER, 2022",,,,
191,Hisuian Electrode V (LOR 172),Lost-Origin,"0,50 €",304,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Electrode-V-V2-LOR172,"9TH SEPTEMBER, 2022",51.0,"2,69 €","2,74 €","2,39 €"
192,Malamar (LOR 078),Lost-Origin,"0,02 €",3999,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Malamar-LOR078,"9TH SEPTEMBER, 2022",,,,
193,Poliwrath (LOR 085),Lost-Origin,"0,02 €",3649,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Poliwrath-LOR085,"9TH SEPTEMBER, 2022",,,,
194,Collapsed Stadium (LOR 215),Lost-Origin,"4,20 €",237,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Collapsed-Stadium-LOR215,"9TH SEPTEMBER, 2022",59.0,"6,66 €","5,50 €","5,40 €"
195,Dark Patch (LOR 216),Lost-Origin,"3,99 €",303,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Dark-Patch-LOR216,"9TH SEPTEMBER, 2022",53.0,"6,52 €","8,37 €","6,34 €"
196,Hisuian Goodra V (LOR 187),Lost-Origin,"1,35 €",388,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Goodra-V-V2-LOR187,"9TH SEPTEMBER, 2022",0.0,"2,26 €","2,11 €","2,21 €"
197,Cascoon (LOR 009),Lost-Origin,"0,02 €",8009,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Cascoon-LOR009,"9TH SEPTEMBER, 2022",,,,
198,Dewgong (LOR 034),Lost-Origin,"0,02 €",3362,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Dewgong-LOR034,"9TH SEPTEMBER, 2022",,,,
199,Galarian Stunfisk (LOR 127),Lost-Origin,"0,02 €",6766,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Galarian-Stunfisk-LOR127,"9TH SEPTEMBER, 2022",,,,
200,Galarian Perrserker V (LOR 183),Lost-Origin,"0,50 €",448,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Galarian-Perrserker-V-V2-LOR183,"9TH SEPTEMBER, 2022",0.0,"2,15 €","2,04 €","2,01 €"
201,Live Code Card (Regigigas Blister) (LOR),Lost-Origin,"0,02 €",494,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Live-Code-Card-Regigigas-Blister-LOR,"9TH SEPTEMBER, 2022",,,,
202,Drapion V (LOR 182),Lost-Origin,"0,49 €",426,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Drapion-V-V2-LOR182,"9TH SEPTEMBER, 2022",2.0,"2,26 €","1,93 €","1,98 €"
203,Eelektross (LOR 061),Lost-Origin,"0,02 €",2882,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Eelektross-LOR061,"9TH SEPTEMBER, 2022",,,,
204,Chandelure (LOR 026),Lost-Origin,"0,02 €",3195,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Chandelure-V1-LOR026,"9TH SEPTEMBER, 2022",,,,
205,Honchkrow (LOR 115),Lost-Origin,"0,02 €",4199,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Honchkrow-LOR115,"9TH SEPTEMBER, 2022",,,,
206,Swanna (LOR 047),Lost-Origin,"0,02 €",6751,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Swanna-LOR047,"9TH SEPTEMBER, 2022",,,,
207,Tool Box (LOR 168),Lost-Origin,"0,02 €",9996,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Tool-Box-LOR168,"9TH SEPTEMBER, 2022",,,,
208,Magnezone V (LOR 175),Lost-Origin,"1,00 €",412,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Magnezone-V-V2-LOR175,"9TH SEPTEMBER, 2022",0.0,"1,84 €","1,92 €","2,17 €"
209,Gallade V (LOR 181),Lost-Origin,"1,00 €",389,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Gallade-V-V1-LOR180,"9TH SEPTEMBER, 2022",0.0,"1,93 €","2,12 €","2,34 €"
210,Box of Disaster (LOR 214),Lost-Origin,"1,50 €",436,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Box-of-Disaster-V2-LOR214,"9TH SEPTEMBER, 2022",0.0,"3,18 €","2,65 €","2,44 €"
211,Gengar (LOR 066),Lost-Origin,"0,20 €",584,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Gengar-V3-LOR066,"9TH SEPTEMBER, 2022",,,,
212,Pidgeot V (LOR 188),Lost-Origin,"2,00 €",338,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Pidgeot-V-V2-LOR188,"9TH SEPTEMBER, 2022",14.0,"3,05 €","3,51 €","3,27 €"
213,Windup Arm (LOR 170),Lost-Origin,"0,02 €",9693,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Windup-Arm-LOR170,"9TH SEPTEMBER, 2022",,,,
214,Porygon-Z (LOR 142),Lost-Origin,"0,02 €",3742,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Porygon-Z-LOR142,"9TH SEPTEMBER, 2022",,,,
215,Enamorus V (LOR 178),Lost-Origin,"0,50 €",382,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Enamorus-V-V2-LOR178,"9TH SEPTEMBER, 2022",0.0,"2,11 €","1,93 €","1,96 €"
216,Cook (LOR TG25),Lost-Origin,"0,99 €",408,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Cook-LORTG25,"9TH SEPTEMBER, 2022",0.0,"2,19 €","2,00 €","2,23 €"
217,Trevenant (LOR 017),Lost-Origin,"0,02 €",2614,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Trevenant-LOR017,"9TH SEPTEMBER, 2022",,,,
218,Magcargo (LOR 022),Lost-Origin,"0,02 €",2892,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Magcargo-LOR022,"9TH SEPTEMBER, 2022",,,,
219,Mienshao (LOR 104),Lost-Origin,"0,02 €",6511,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Mienshao-LOR104,"9TH SEPTEMBER, 2022",,,,
220,Hisuian Zoroark VSTAR (LOR 213),Lost-Origin,"3,99 €",351,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Zoroark-VSTAR-V3-LOR213,"9TH SEPTEMBER, 2022",0.0,"6,41 €","7,04 €","6,15 €"
221,Clefable (LOR 063),Lost-Origin,"0,02 €",3761,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Clefable-LOR063,"9TH SEPTEMBER, 2022",,,,
222,Greedent (LOR 151),Lost-Origin,"0,02 €",3897,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Greedent-LOR151,"9TH SEPTEMBER, 2022",,,,
223,Pyroar (LOR 029),Lost-Origin,"0,02 €",1621,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Pyroar-LOR029,"9TH SEPTEMBER, 2022",,,,
224,Manectric (LOR 055),Lost-Origin,"0,02 €",4083,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Manectric-LOR055,"9TH SEPTEMBER, 2022",,,,
225,Ambipom (LOR 145),Lost-Origin,"0,02 €",6748,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Ambipom-LOR145,"9TH SEPTEMBER, 2022",,,,
226,Darkrai (LOR 120),Lost-Origin,"0,02 €",1485,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Darkrai-LOR120,"9TH SEPTEMBER, 2022",,,,
227,Live Code Card (Build & Battle Kit) (LOR),Lost-Origin,"0,15 €",387,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Live-Code-Card-Build-Battle-Kit-LOR,"9TH SEPTEMBER, 2022",,,,
228,Orbeetle (LOR 020),Lost-Origin,"0,02 €",2121,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Orbeetle-LOR020,"9TH SEPTEMBER, 2022",,,,
229,Magnezone VSTAR (LOR 198),Lost-Origin,"3,85 €",242,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Magnezone-VSTAR-V2-LOR198,"9TH SEPTEMBER, 2022",0.0,"5,84 €","5,45 €","5,53 €"
230,Torkoal (LOR 023),Lost-Origin,"0,02 €",6836,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Torkoal-LOR023,"9TH SEPTEMBER, 2022",,,,
231,Cresselia (LOR 074),Lost-Origin,"0,02 €",1130,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Cresselia-LOR074,"9TH SEPTEMBER, 2022",,,,
232,Volo (LOR 169),Lost-Origin,"0,02 €",3015,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Volo-V1-LOR169,"9TH SEPTEMBER, 2022",,,,
233,Thorton (LOR 210),Lost-Origin,"2,22 €",208,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Thorton-V3-LOR210,"9TH SEPTEMBER, 2022",186.0,"4,25 €","4,50 €","4,06 €"
234,Aerodactyl V (LOR 180),Lost-Origin,"50,00 €",172,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Aerodactyl-V-V3-LOR179,"9TH SEPTEMBER, 2022",1.0,"132,17 €","115,83 €","129,88 €"
235,Giratina V (LOR 186),Lost-Origin,"200,00 €",137,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Giratina-V-V3-LOR186,"9TH SEPTEMBER, 2022",0.0,"377,34 €","359,90 €","394,18 €"
236,Miss Fortune Sisters (LOR 209),Lost-Origin,"2,00 €",233,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Miss-Fortune-Sisters-V3-LOR209,"9TH SEPTEMBER, 2022",60.0,"4,96 €","5,95 €","5,55 €"
237,Fantina (LOR 206),Lost-Origin,"3,00 €",273,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Fantina-V3-LOR206,"9TH SEPTEMBER, 2022",0.0,"4,53 €","3,79 €","3,88 €"
238,Kyurem VMAX (LOR 197),Lost-Origin,"3,00 €",256,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kyurem-VMAX-V2-LOR197,"9TH SEPTEMBER, 2022",0.0,"8,03 €","7,95 €","8,73 €"
239,Colress's Experiment (LOR 205),Lost-Origin,"2,90 €",237,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Colresss-Experiment-V3-LOR205,"9TH SEPTEMBER, 2022",61.0,"5,65 €","4,50 €","5,73 €"
